center,left,right,steering_angle,accelerator,brake,speed
D:\self driving car\IMG\center_2024_01_28_12_16_49_165.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_49_165.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_49_165.jpg,0,0.5874916,0,30.09934
D:\self driving car\IMG\center_2024_01_28_12_16_49_239.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_49_239.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_49_239.jpg,0,0.3444843,0,30.03952
D:\self driving car\IMG\center_2024_01_28_12_16_49_307.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_49_307.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_49_307.jpg,0,0.1619634,0,29.99264
D:\self driving car\IMG\center_2024_01_28_12_16_49_376.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_49_376.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_49_376.jpg,0,0.3904197,0,30.00912
D:\self driving car\IMG\center_2024_01_28_12_16_49_446.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_49_446.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_49_446.jpg,0,0.5763151,0,30.07401
D:\self driving car\IMG\center_2024_01_28_12_16_49_519.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_49_519.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_49_519.jpg,-0.2,0.817918,0,30.11941
D:\self driving car\IMG\center_2024_01_28_12_16_49_586.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_49_586.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_49_586.jpg,0,0.998347,0,30.16926
D:\self driving car\IMG\center_2024_01_28_12_16_49_653.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_49_653.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_49_653.jpg,0,1,0,30.19036
D:\self driving car\IMG\center_2024_01_28_12_16_49_726.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_49_726.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_49_726.jpg,0,1,0,30.19019
D:\self driving car\IMG\center_2024_01_28_12_16_49_798.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_49_798.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_49_798.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_16_49_869.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_49_869.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_49_869.jpg,0,1,0,30.18967
D:\self driving car\IMG\center_2024_01_28_12_16_49_943.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_49_943.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_49_943.jpg,0,1,0,30.19031
D:\self driving car\IMG\center_2024_01_28_12_16_50_015.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_50_015.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_50_015.jpg,-0.2,1,0,30.18011
D:\self driving car\IMG\center_2024_01_28_12_16_50_089.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_50_089.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_50_089.jpg,0,1,0,30.18414
D:\self driving car\IMG\center_2024_01_28_12_16_50_157.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_50_157.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_50_157.jpg,0,1,0,30.18985
D:\self driving car\IMG\center_2024_01_28_12_16_50_228.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_50_228.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_50_228.jpg,0,1,0,30.19019
D:\self driving car\IMG\center_2024_01_28_12_16_50_301.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_50_301.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_50_301.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_16_50_369.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_50_369.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_50_369.jpg,0,1,0,30.1903
D:\self driving car\IMG\center_2024_01_28_12_16_50_442.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_50_442.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_50_442.jpg,-0.1,1,0,30.18798
D:\self driving car\IMG\center_2024_01_28_12_16_50_509.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_50_509.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_50_509.jpg,-0.25,1,0,30.17517
D:\self driving car\IMG\center_2024_01_28_12_16_50_582.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_50_582.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_50_582.jpg,0,1,0,30.18891
D:\self driving car\IMG\center_2024_01_28_12_16_50_654.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_50_654.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_50_654.jpg,0,1,0,30.19006
D:\self driving car\IMG\center_2024_01_28_12_16_50_725.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_50_725.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_50_725.jpg,0,1,0,30.19024
D:\self driving car\IMG\center_2024_01_28_12_16_50_795.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_50_795.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_50_795.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_16_50_868.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_50_868.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_50_868.jpg,0,0.8450355,0,30.16414
D:\self driving car\IMG\center_2024_01_28_12_16_50_940.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_50_940.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_50_940.jpg,0,0.6059484,0,30.10298
D:\self driving car\IMG\center_2024_01_28_12_16_51_007.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_51_007.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_51_007.jpg,-0.15,0.4284109,0,30.05117
D:\self driving car\IMG\center_2024_01_28_12_16_51_075.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_51_075.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_51_075.jpg,0,0.52218,0,30.05738
D:\self driving car\IMG\center_2024_01_28_12_16_51_147.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_51_147.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_51_147.jpg,0,0.7561269,0,30.11706
D:\self driving car\IMG\center_2024_01_28_12_16_51_218.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_51_218.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_51_218.jpg,0,0.9934131,0,30.1767
D:\self driving car\IMG\center_2024_01_28_12_16_51_285.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_51_285.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_51_285.jpg,-0.1,1,0,30.18831
D:\self driving car\IMG\center_2024_01_28_12_16_51_356.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_51_356.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_51_356.jpg,-0.3,1,0,30.16984
D:\self driving car\IMG\center_2024_01_28_12_16_51_424.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_51_424.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_51_424.jpg,0,1,0,30.18993
D:\self driving car\IMG\center_2024_01_28_12_16_51_495.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_51_495.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_51_495.jpg,0,1,0,30.18953
D:\self driving car\IMG\center_2024_01_28_12_16_51_569.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_51_569.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_51_569.jpg,-0.2,1,0,30.18339
D:\self driving car\IMG\center_2024_01_28_12_16_51_641.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_51_641.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_51_641.jpg,0,1,0,30.18961
D:\self driving car\IMG\center_2024_01_28_12_16_51_713.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_51_713.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_51_713.jpg,0,1,0,30.18975
D:\self driving car\IMG\center_2024_01_28_12_16_51_784.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_51_784.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_51_784.jpg,0,1,0,30.19022
D:\self driving car\IMG\center_2024_01_28_12_16_51_855.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_51_855.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_51_855.jpg,0,1,0,30.19028
D:\self driving car\IMG\center_2024_01_28_12_16_51_926.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_51_926.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_51_926.jpg,0,1,0,30.19052
D:\self driving car\IMG\center_2024_01_28_12_16_52_000.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_52_000.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_52_000.jpg,-0.2,1,0,30.18038
D:\self driving car\IMG\center_2024_01_28_12_16_52_067.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_52_067.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_52_067.jpg,0,1,0,30.19094
D:\self driving car\IMG\center_2024_01_28_12_16_52_138.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_52_138.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_52_138.jpg,0,1,0,30.19021
D:\self driving car\IMG\center_2024_01_28_12_16_52_210.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_52_210.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_52_210.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_16_52_282.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_52_282.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_52_282.jpg,0,1,0,30.19028
D:\self driving car\IMG\center_2024_01_28_12_16_52_351.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_52_351.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_52_351.jpg,0,1,0,30.1903
D:\self driving car\IMG\center_2024_01_28_12_16_52_423.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_52_423.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_52_423.jpg,-0.05,1,0,30.18974
D:\self driving car\IMG\center_2024_01_28_12_16_52_492.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_52_492.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_52_492.jpg,-0.2,1,0,30.18006
D:\self driving car\IMG\center_2024_01_28_12_16_52_565.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_52_565.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_52_565.jpg,0,1,0,30.19071
D:\self driving car\IMG\center_2024_01_28_12_16_52_634.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_52_634.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_52_634.jpg,0,1,0,30.18981
D:\self driving car\IMG\center_2024_01_28_12_16_52_705.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_52_705.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_52_705.jpg,0,1,0,30.19021
D:\self driving car\IMG\center_2024_01_28_12_16_52_776.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_52_776.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_52_776.jpg,0,1,0,30.19028
D:\self driving car\IMG\center_2024_01_28_12_16_52_847.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_52_847.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_52_847.jpg,0,1,0,30.19027
D:\self driving car\IMG\center_2024_01_28_12_16_52_917.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_52_917.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_52_917.jpg,0,1,0,30.1903
D:\self driving car\IMG\center_2024_01_28_12_16_52_990.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_52_990.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_52_990.jpg,0,1,0,30.19031
D:\self driving car\IMG\center_2024_01_28_12_16_53_060.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_53_060.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_53_060.jpg,-0.05,1,0,30.18976
D:\self driving car\IMG\center_2024_01_28_12_16_53_133.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_53_133.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_53_133.jpg,-0.2,1,0,30.17991
D:\self driving car\IMG\center_2024_01_28_12_16_53_204.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_53_204.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_53_204.jpg,0,1,0,30.1903
D:\self driving car\IMG\center_2024_01_28_12_16_53_274.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_53_274.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_53_274.jpg,0,1,0,30.18998
D:\self driving car\IMG\center_2024_01_28_12_16_53_346.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_53_346.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_53_346.jpg,0,1,0,30.19028
D:\self driving car\IMG\center_2024_01_28_12_16_53_417.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_53_417.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_53_417.jpg,0,1,0,30.19031
D:\self driving car\IMG\center_2024_01_28_12_16_53_488.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_53_488.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_53_488.jpg,0,1,0,30.1903
D:\self driving car\IMG\center_2024_01_28_12_16_53_558.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_53_558.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_53_558.jpg,-0.15,1,0,30.18438
D:\self driving car\IMG\center_2024_01_28_12_16_53_632.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_53_632.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_53_632.jpg,-0.3,1,0,30.16939
D:\self driving car\IMG\center_2024_01_28_12_16_53_705.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_53_705.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_53_705.jpg,0,1,0,30.18992
D:\self driving car\IMG\center_2024_01_28_12_16_53_778.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_53_778.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_53_778.jpg,0,1,0,30.19018
D:\self driving car\IMG\center_2024_01_28_12_16_53_847.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_53_847.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_53_847.jpg,0,1,0,30.19026
D:\self driving car\IMG\center_2024_01_28_12_16_53_919.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_53_919.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_53_919.jpg,0,1,0,30.19028
D:\self driving car\IMG\center_2024_01_28_12_16_53_989.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_53_989.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_53_989.jpg,0,1,0,30.1903
D:\self driving car\IMG\center_2024_01_28_12_16_54_060.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_54_060.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_54_060.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_16_54_126.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_54_126.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_54_126.jpg,-0.15,1,0,30.18438
D:\self driving car\IMG\center_2024_01_28_12_16_54_199.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_54_199.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_54_199.jpg,0,1,0,30.19097
D:\self driving car\IMG\center_2024_01_28_12_16_54_270.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_54_270.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_54_270.jpg,0,1,0,30.19001
D:\self driving car\IMG\center_2024_01_28_12_16_54_340.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_54_340.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_54_340.jpg,0,1,0,30.19025
D:\self driving car\IMG\center_2024_01_28_12_16_54_408.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_54_408.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_54_408.jpg,0,1,0,30.19041
D:\self driving car\IMG\center_2024_01_28_12_16_54_479.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_54_479.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_54_479.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_16_54_548.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_54_548.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_54_548.jpg,0,1,0,30.19031
D:\self driving car\IMG\center_2024_01_28_12_16_54_621.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_54_621.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_54_621.jpg,-0.05,1,0,30.18975
D:\self driving car\IMG\center_2024_01_28_12_16_54_691.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_54_691.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_54_691.jpg,-0.2,1,0,30.17994
D:\self driving car\IMG\center_2024_01_28_12_16_54_761.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_54_761.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_54_761.jpg,0,1,0,30.18933
D:\self driving car\IMG\center_2024_01_28_12_16_54_828.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_54_828.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_54_828.jpg,0,1,0,30.19016
D:\self driving car\IMG\center_2024_01_28_12_16_54_899.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_54_899.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_54_899.jpg,0,1,0,30.19027
D:\self driving car\IMG\center_2024_01_28_12_16_54_967.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_54_967.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_54_967.jpg,0,1,0,30.1903
D:\self driving car\IMG\center_2024_01_28_12_16_55_036.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_55_036.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_55_036.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_16_55_105.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_55_105.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_55_105.jpg,0,1,0,30.19031
D:\self driving car\IMG\center_2024_01_28_12_16_55_178.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_55_178.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_55_178.jpg,0,1,0,30.19031
D:\self driving car\IMG\center_2024_01_28_12_16_55_249.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_55_249.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_55_249.jpg,0,1,0,30.1903
D:\self driving car\IMG\center_2024_01_28_12_16_55_320.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_55_320.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_55_320.jpg,-0.2,1,0,30.17987
D:\self driving car\IMG\center_2024_01_28_12_16_55_390.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_55_390.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_55_390.jpg,0,1,0,30.19104
D:\self driving car\IMG\center_2024_01_28_12_16_55_460.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_55_460.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_55_460.jpg,0,1,0,30.19014
D:\self driving car\IMG\center_2024_01_28_12_16_55_529.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_55_529.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_55_529.jpg,0,1,0,30.19024
D:\self driving car\IMG\center_2024_01_28_12_16_55_597.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_55_597.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_55_597.jpg,0,1,0,30.19031
D:\self driving car\IMG\center_2024_01_28_12_16_55_665.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_55_665.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_55_665.jpg,0,1,0,30.19031
D:\self driving car\IMG\center_2024_01_28_12_16_55_734.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_55_734.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_55_734.jpg,-0.15,1,0,30.18457
D:\self driving car\IMG\center_2024_01_28_12_16_55_804.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_55_804.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_55_804.jpg,0,1,0,30.18469
D:\self driving car\IMG\center_2024_01_28_12_16_55_871.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_55_871.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_55_871.jpg,0,1,0,30.18988
D:\self driving car\IMG\center_2024_01_28_12_16_55_940.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_55_940.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_55_940.jpg,0,1,0,30.19017
D:\self driving car\IMG\center_2024_01_28_12_16_56_008.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_56_008.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_56_008.jpg,0,1,0,30.19026
D:\self driving car\IMG\center_2024_01_28_12_16_56_077.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_56_077.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_56_077.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_16_56_147.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_56_147.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_56_147.jpg,-0.1,1,0,30.18802
D:\self driving car\IMG\center_2024_01_28_12_16_56_218.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_56_218.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_56_218.jpg,0,1,0,30.19095
D:\self driving car\IMG\center_2024_01_28_12_16_56_285.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_56_285.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_56_285.jpg,0,1,0,30.19016
D:\self driving car\IMG\center_2024_01_28_12_16_56_355.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_56_355.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_56_355.jpg,0,1,0,30.19026
D:\self driving car\IMG\center_2024_01_28_12_16_56_423.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_56_423.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_56_423.jpg,0,1,0,30.1903
D:\self driving car\IMG\center_2024_01_28_12_16_56_491.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_56_491.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_56_491.jpg,0,1,0,30.19031
D:\self driving car\IMG\center_2024_01_28_12_16_56_560.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_56_560.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_56_560.jpg,0,1,0,30.1903
D:\self driving car\IMG\center_2024_01_28_12_16_56_629.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_56_629.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_56_629.jpg,0,1,0,30.19031
D:\self driving car\IMG\center_2024_01_28_12_16_56_698.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_56_698.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_56_698.jpg,-0.2,1,0,30.17991
D:\self driving car\IMG\center_2024_01_28_12_16_56_769.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_56_769.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_56_769.jpg,0,1,0,30.18968
D:\self driving car\IMG\center_2024_01_28_12_16_56_838.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_56_838.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_56_838.jpg,0,1,0,30.19025
D:\self driving car\IMG\center_2024_01_28_12_16_56_905.jpg,D:\self driving car\IMG\left_2024_01_28_12_16_56_905.jpg,D:\self driving car\IMG\right_2024_01_28_12_16_56_905.jpg,0,1,0,30.1902
